title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
Road to Bali,MOVIE,"Having to leave Melbourne in a hurry to avoid various marriage proposals, two song-and-dance men sign on for work as divers. This takes them to an idyllic island on the way to Bali where they vie with each other for the favours of Princess Lala. The hazardous dive produces a chest of priceless jewels which arouses the less romantic interest of some shady locals.",1953,91,"['comedy', 'fantasy']",6.4,5.643,Paramount
The Trip,MOVIE,"After his wife leaves him, a disillusioned director dives into the drug scene, trying anything his friend suggests.",1967,85,['drama'],6.0,6.701,Paramount
Small Change,MOVIE,"Various experiences of childhood are seen in several sequences that take place in the small town of Thiers, France. Vignettes include a boy's awakening interest in girls, couples double-dating at the movies, brothers giving their friend a haircut, a boy dealing with an abusive home life, a baby and a cat sitting by an open window, a child telling a dirty joke, and a boy who develops a crush on his friend's mother.",1976,104,"['drama', 'comedy', 'european']",7.6,6.222,Paramount
The Sons of Katie Elder,MOVIE,"The four sons of Katie Elder reunite in their Hometown of Clearwater, Texas for their Mother's funeral, and discover that the family ranch is now in the hands of Morgan Hastings, the town's gunsmith.",1965,122,['western'],7.1,8.359,Paramount
The Bigamist,MOVIE,A woman discovers her husband has another family in another city.,1953,80,['drama'],6.8,4.372,Paramount
Gas-s-s-s !,MOVIE,A gas is let loose upon the world that kills anyone over 25 years old.,1970,79,"['drama', 'comedy', 'scifi']",4.2,3.425,Paramount
Bobbie Jo and the Outlaw,MOVIE,"A young country-star wannabe takes off from her carhop career to join with a young, modern Billy the Kid wannabe for an adventure in theft, murder and mayhem.",1976,89,"['action', 'crime', 'drama', 'romance', 'thriller']",5.3,4.157,Paramount
Windows,MOVIE,"Emily is the subject of a perverse obsession by a gay neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Andrea turns peeping tom and watches Emily with a telescope as she begins a love affair with Detective Luffrono.",1980,96,"['thriller', 'horror', 'drama']",4.7,4.354,Paramount
Daughters of Satan,MOVIE,"A man buys a painting depicting witches being burned at the stake, one of whom bears an uncanny resemblance to his wife.",1972,90,['horror'],4.4,1.582,Paramount
A Kiss Before Dying,MOVIE,A college student tries to get rich quick by wooing two wealthy sisters.,1956,94,"['thriller', 'crime', 'romance']",6.7,3.229,Paramount
Queen of Blood,MOVIE,"A spaceship is sent to Mars after a alien distress signal is picked up. They find one survivor, but when a crew member is found drained of blood it's evident they have rescued a bloodsucking monster.",1966,81,"['scifi', 'horror']",5.2,3.256,Paramount
Tales of Terror,MOVIE,"Three stories adapted from the work of Edgar Allen Poe:  1) A man and his daughter are reunited, but the blame for the death of his wife hangs over them, unresolved.  2) A derelict challenges the local wine-tasting champion to a competition, but finds the man's attention to his wife worthy of more dramatic action.  3) A man dying and in great pain agrees to be hypnotized at the moment of death, with unexpected consequences.",1962,89,"['horror', 'thriller', 'comedy']",6.8,7.179,Paramount
The Snows of Kilimanjaro,MOVIE,Writer Harry Street reflects on his life as he lies dying from an infection while on safari in the shadow of Mount Kilimanjaro.,1952,117,"['romance', 'drama', 'war']",6.1,6.048,Paramount
The Visitors,MOVIE,"Bill, Martha and their little child Hal are spending a quiet winter Sunday in their cosy house when they get an unexpected visit from Mike Nickerson and Tony Rodriguez. Mike and Tony are old acquaintances of Bill; a few years back, in Vietnam, they were in the same platoon. They also became opposed parties in a court martial - for a reason that Bill never explained to Martha. What happened in Vietnam, and what is the reason for the presence of Mike and Tony ?",1972,88,"['thriller', 'crime', 'drama']",6.4,1.907,Paramount
Electra Glide in Blue,MOVIE,"A short Arizona motorcycle cop gets his wish and is promoted to Homicide following the mysterious murder of a hermit. He is forced to confront his illusions about himself and those around him in order to solve the case, eventually returning to solitude in the desert.",1973,114,"['thriller', 'crime', 'drama']",7.1,5.342,Paramount
Schizoid,MOVIE,"When Dr. Peter Fales's patients start getting annihilated by an unknown serial killer, he and his daughter Alison both come under suspicion. Julie, a syndicated “Dear Abby”-style columnist, is in one of Dr. Fales's therapy groups. After she receives several ominous letters she not only wonders if Dr. Fales might be behind the killings, she also starts to suspect her estranged husband.",1980,89,"['horror', 'drama', 'thriller']",5.0,6.927,Paramount
The Angry Red Planet,MOVIE,The first manned flight to Mars returns after having been out of communications since it had arrived on Mars. What would it reveal?,1959,83,"['scifi', 'horror']",5.2,6.14,Paramount
Dr. Goldfoot and the Bikini Machine,MOVIE,In this campy spy movie spoof Dr. Goldfoot (Vincent Price) has invented an army of bikini-clad robots who are programmed to seek out wealthy men and charm them into signing over their assets. Secret agent Craig Gamble (Frankie Avalon) and millionaire Todd Armstrong set out to foil his fiendish plot.,1965,88,"['comedy', 'scifi']",5.0,3.62,Paramount
Cry of the Banshee,MOVIE,"In seventeenth century England Lord Whitman wages unending war on what he sees as the ever-present scourge of witchcraft, and many local villagers have suffered at his hands. But one victim uses her occult powers to curse his family, enlisting unknowing help from one of the household.",1970,91,['horror'],5.5,4.976,Paramount
Don't Look in the Basement,MOVIE,"A young psychiatric nurse goes to work at a lonesome asylum following a murder. There, she experiences varying degrees of torment from the patients.",1973,89,"['thriller', 'horror']",4.9,3.933,Paramount
The Bed Sitting Room,MOVIE,"In the hazy aftermath of World War III, the fallout from a 'nuclear misunderstanding' is producing strange mutations amongst the survivors, and the noble Lord Fortnum finds himself transforming into a bed sitting room.",1969,91,"['scifi', 'comedy']",6.1,3.706,Paramount
The Outsider,MOVIE,"Michael Flaherty (Craig Wasson), an American Vietnam veteran of Irish descent, returns to Belfast to join the cause of his grandfather, Seamus (Sterling Hayden). Soon he finds that he is not as welcomed in his home country as he imagined he would be. Even worse, he's the target of an IRA assassination plot designed to make the British forces look bad in order to elicit financial support from wealthy Americans.",1980,128,"['drama', 'history', 'thriller']",6.8,1.407,Paramount
The Last Time I Saw Paris,MOVIE,"Reporter Charles Wills, in Paris to cover the end of World War II, falls for the beautiful Helen Ellswirth following a brief flirtation with her sister, Marion. After he and Helen marry, Charles pursues his novelistic ambition while supporting his new bride with a deadening job at a newspaper wire service. But when an old investment suddenly makes the family wealthy, their marriage begins to unravel — until a sudden tragedy changes everything.",1954,116,"['drama', 'romance']",6.1,4.552,Paramount
Lord Love a Duck,MOVIE,"From his prison cell, young Alan Musgrave relates his experiences of the previous year dedicated to fulfilling every whim of beautiful and self-absorbed high school senior Barbara Ann Greene.",1966,105,"['drama', 'comedy', 'romance']",6.4,2.955,Paramount
Go for Broke!,MOVIE,"A tribute to the U.S. 442nd Regimental Combat Team, formed in 1943 by Presidential permission with Japanese-American volunteers. We follow the training of a platoon under the rueful command of Lt. Mike Grayson who shares common prejudices of the time. The 442nd serve in Italy, then France, distinguishing themselves in skirmishes and battles; gradually and naturally, Grayson's prejudices evaporate with dawning realization that his men are better soldiers than he is.",1951,92,"['drama', 'war', 'history']",6.6,2.559,Paramount
Madhouse,MOVIE,A horror movie star returns to his famous role after years in a mental institution. But the character seems to be committing murders independent of his will.,1974,92,"['horror', 'thriller', 'crime']",6.2,5.354,Paramount
The Premature Burial,MOVIE,An artist grows distant from his new wife as an irrational horror of premature burial consumes him.,1962,81,"['drama', 'thriller', 'horror']",6.5,7.622,Paramount
Whoever Slew Auntie Roo?,MOVIE,"A demented widow lures unsuspecting children into her mansion in a bizarre ""Hansel and Gretel"" twist.",1972,91,"['thriller', 'horror']",6.1,5.989,Paramount
Savage Weekend,MOVIE,Several couples head upstate to the country to watch a boat being built. Unfortunately they are stalked by a murderer behind a ghoulish mask.,1979,88,"['thriller', 'horror']",4.5,3.276,Paramount
I Don't Want to Be Born,MOVIE,"A woman gives birth to a baby, but this is no ordinary little tyke. The child is seemingly possessed by the spirit of a freak dwarf who the mother once spurned. Cue a spate of strange deaths, the one common factor being the presence of a baby in pram at the scene...",1975,95,"['thriller', 'horror']",4.1,2.919,Paramount
The Fast and the Furious,MOVIE,"A man wrongly imprisoned for murder breaks out of jail. He wants to clear his name, but with the police pursuing him, he's forced to take a beautiful young woman, driving a fast sports car, hostage and slip into a cross-border sports car race to try to make it to Mexico before the police get him.",1954,73,"['drama', 'crime', 'thriller']",5.3,2.822,Paramount
